MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,ProjectName,TypeOfWork,FundingYear,ContractId,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,Contractor,ContractorCount,StartDate,ProjectLatitude,ProjectLongitude,ProvincialCapital,ProvincialCapitalLatitude,ProvincialCapitalLongitude
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),,Apayao 2nd District Engineering Office,P00526268LZ,"Construction of Poblacion Flood Control Structure along Apayao River, Sta. 136 + 247.68 - Sta. 136 + 752.68 (L/S), Calanasan, Apayao",Construction of Flood Mitigation Structure,2021,21PC0018,96500000,92692943.8,2022-10-03,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2021-03-18,18.25091,121.04757,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),,Apayao 2nd District Engineering Office,P00526368LZ,"Construction of Cabicungan Flood Control Structure, Sta. 13 + 580 - Sta. 13 + 605 (L/S), Sta 13+180-Sta 13+280 (L/S), Sta 13+460-Sta 13+510 (R/S), Sta 13+230-Sta 13+430 (R/S), Calanasan, Apayao",Construction of Flood Mitigation Structure,2021,21PC0019,49000000,47521251.3,2022-11-24,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2021-12-01,18.5118,121.07829,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),,Apayao 2nd District Engineering Office,P00526369LZ,"Construction of Sipa-San Mariano Flood Control Structure along Apayao River, Sta. 25 + 380 - Sta. 25 + 700 (L/S), Sta. Marcela, Apayao",Construction of Flood Mitigation Structure,2021,21PC0010,47423180,45942583.67,2022-11-28,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2021-12-01,18.27023,121.42022,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),,Apayao 2nd District Engineering Office,P00561270LZ,"Construction of Sta. Filomena Floodway/ Flood Control Structure, Sta. Filomena, Calanasan, Apayao",Construction of Flood Mitigation Structure,2021,21PC0067,9900000,9900000,2022-12-15,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2021-12-01,18.53566,121.0802,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),,Apayao 2nd District Engineering Office,P00561652LZ,"Construction of Sinigpit Flood Control, Calanasan, Apayao",Construction of Flood Mitigation Structure,2021,21PC0034,4950000,4950000,2022-09-23,ALEPHNORTH PEAK CONSTRUCTION AND DEVELOPMENT CO.,1,2021-12-01,18.52723,121.096812,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),,Apayao 1st District Engineering Office,P00526367LZ,"Construction of Nabuangan River (Upstream) Flood Control, Sta. 37 + 807 - Sta. 38 + 267 (L/S), Sitio Paddig, Brgy. Caglayan, Conner, Apayao",Construction of Flood Mitigation Structure,2021,21PB0004,39199819.73,38292917.46,2022-09-24,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2021-12-02,17.8,121.3158333,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),,Apayao 1st District Engineering Office,P00526270LZ,"Construction of Nabuangan (Upstream) Flood Control, Sta. 38 + 997 - Sta. 39 + 447 (B/S), Brgy. Caglayan, Conner, Apayao",Construction of Flood Mitigation Structure,2021,21PB0013,82914680,80309010.27,2023-04-14,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2021-12-22,17.800278,121.308889,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CONNER (APAYAO),Apayao 1st District Engineering Office,P00620988LZ,"Construction of Barren River (Upstream) Flood Control Structure, Sta. 39 + 693 - Sta. 39 + 993 (L/S), Brgy. Ili, Conner, Apayao",Construction of Flood Mitigation Structure,2022,22PB0005,23519997.48,22928490.31,2022-11-02,PRIME MASTER CONST. AND DEV'T. CORP.,1,2022-02-09,17.82388889,121.2677778,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CONNER (APAYAO),Apayao 1st District Engineering Office,P00620472LZ,"Construction of Barren River (Upstream) Flood Control Structure, Sta. 39 + 693 - Sta. 39 + 893 (R/S), Brgy. Ili, Conner, Apayao",Construction of Flood Mitigation Structure,2022,22PB0004,15678924.68,15680000,2022-12-22,BAHRAMLEY CONSTRUCTION,1,2022-03-01,17.82388889,121.2677778,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CONNER (APAYAO),Apayao 1st District Engineering Office,P00620136LZ,"Construction of Barren River (Downstream) Flood Control Structure, Sta. 39+033 - Sta. 39+693 (L/S), Brgy. Malama, Conner, Apayao",Construction of Flood Mitigation Structure,2022,22PB0010,51761907.66,51762600,2023-05-30,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2022-04-04,17.81833333,121.2686111,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CONNER (APAYAO),Apayao 1st District Engineering Office,P00726398LZ,"Construction of Barren River (Downstream) Flood Control along Chico River Basin, Sta. 37 + 738 - Sta. 38 + 938 (L/S), Barangay Malama, Conner, Apayao",Construction of Revetment,2023,23PB0009,72375000,72375000,2023-12-14,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2023-02-12,17.81864167,121.26863889,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CONNER (APAYAO),Apayao 1st District Engineering Office,P00726655LZ,"Construction of Barren River (Downstream) Flood Control along Chico River Basin, Sta. 37 + 414 - Sta. 37 + 664 (R/S), Barangay Paddaoan, Conner, Apayao",Construction of Revetment,2023,23PB0001,24500000,24500000,2023-06-22,GKA ENGINEERING AND CONSTRUCTION,1,2023-02-12,17.7998075,121.28227806,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CONNER (APAYAO),Apayao 1st District Engineering Office,P00740313LZ,"Construction of Barren River (Downstream) Flood Control within Chico River Basin, Sta. 37+995 - Sta. 39+300 (R/S), Conner, Apayao",Construction of Flood Mitigation Structure,2023,23P00020,115793907.83,115800000,2024-02-29,JOMARCANN GENERAL CONSTRUCTION / RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,2,2023-04-12,17.81972,121.26833,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CALANASAN (BAYAG) (APAYAO),Apayao 2nd District Engineering Office,P00620989LZ,"Construction of Cabicungan River Basin Flood Control Structure, Dappay Section, Sta. 11 + 470 - Sta. 12 + 090 (R/S), Calanasan, Apayao",Construction of Flood Mitigation Structure,2022,22PC0034,49000000,49000000,2022-12-12,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2022-02-09,18.52789,121.08297,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CALANASAN (BAYAG) (APAYAO),Apayao 2nd District Engineering Office,P00640502LZ,"Construction of Flood Control Structure in Brgy. Cadaclan, Calanasan, Apayao",Construction of Flood Mitigation Structure,2022,22PC0063,6930000,6827260.01,2023-09-15,E.C.V. CONSTRUCTION,1,2022-03-25,18.42887,121.18985,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CALANASAN (BAYAG) (APAYAO),Apayao 2nd District Engineering Office,P00620990LZ,"Construction of Sta. Filomena Flood Control Structure, Sta. 0 + 440 - Sta. 1 + 400, Calanasan, Apayao",Construction of Flood Mitigation Structure,2022,22PC0068,49000000,47169843.01,2023-11-15,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2022-08-09,18.53715,121.08638,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CALANASAN (BAYAG) (APAYAO),Apayao 2nd District Engineering Office,P00735962LZ,"Construction of Flood Control Structure along Apayao River Basin, Tanglagan Section, Calanasan, Apayao",Construction of Flood Mitigation Structure,2023,23PC0038,96500000,96500000,2024-02-07,TAGEL CORPORATION,1,2023-03-23,18.36327,120.97455,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CALANASAN (BAYAG) (APAYAO),Apayao 2nd District Engineering Office,P00735961LZ,"Construction of Flood Control Structure along Apayao River Basin, Namaltugan Section, Calanasan, Apayao",Construction of Flood Mitigation Structure,2023,23PC0046,96500000,96500000,2024-03-11,TAGEL CORPORATION / E.C.V. CONSTRUCTION,2,2023-04-05,18.13243,121.07831,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),CALANASAN (BAYAG) (APAYAO),Apayao 2nd District Engineering Office,P00735965LZ,"Construction of Flood Control Structure along Apayao River Basin, Cadaclan Section, Calanasan, Apayao",Construction of Flood Mitigation Structure,2023,23PC0037,96500000,93386847.09,2024-03-15,TAGEL CORPORATION / AQUILA CONSTRUCTION CO.,2,2023-06-22,18.42909,121.18986,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),PUDTOL (APAYAO),Apayao 2nd District Engineering Office,P00620802LZ,"Construction of Apayao-Abulug River Basin Flood Control Structure, Swan Section, Sta. 37 + 121 - Sta. 37 + 682 (R/S), Pudtol, Apayao",Construction of Flood Mitigation Structure,2022,22PC0014,82025000,79576285.45,2023-07-31,ASC CONSTRUCTION & CONCRETE PRODUCTS / ISNAG BUILDERS & DEV'T. CORPORATION,2,2022-03-31,18.20659,121.37653,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),PUDTOL (APAYAO),Apayao 2nd District Engineering Office,P00726399LZ,"Construction of Apayao-Abulug River Basin Flood Control Structure, Capannikian Section, Sta. 34 + 440 - Sta. 34 + 995 (R/S), Pudtol, Apayao",Construction of Flood Mitigation Structure,2023,23PC0029,96500000,96481880.32,2024-04-03,TAGEL CORPORATION,1,2023-05-05,18.22593,121.38433,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),SANTA MARCELA (APAYAO),Apayao 2nd District Engineering Office,P00620807LZ,"Construction of Apayao-Abulug River Basin Flood Control Structure, San Mariano Section, Sta. 24+884-Sta. 25+380 (LS), Sta. Marcela, Apayao",Construction of Flood Mitigation Structure,2022,22PC0007,77200000,77189689.42,2023-03-20,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2022-03-31,18.27358,121.41898,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),SANTA MARCELA (APAYAO),Apayao 2nd District Engineering Office,P00726402LZ,"Construction of Apayao-Abulug River Basin Flood Control Structure, Barocboc Section, Sta. 19 + 657 - Sta. 20 + 135 (L/S), Sta. Marcela, Apayao",Construction of Flood Mitigation Structure,2023,23PC0027,96500000,96483381.66,2023-12-15,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2023-04-05,18.30959,121.41373,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),SANTA MARCELA (APAYAO),Apayao 2nd District Engineering Office,P00726401LZ,"Construction of Apayao - Abulug River Basin Flood Control Structure, San Mariano Section, Sta. 24 + 384 - Sta. 24 + 884 (L/S), Sta. Marcela, Apayao",Construction of Flood Mitigation Structure,2023,23PC0034,86850000,83452531.58,2023-12-15,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2023-04-14,18.27672,121.41594,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),LUNA (APAYAO),Apayao 2nd District Engineering Office,P00620810LZ,"Construction of Pamplona River Basin Flood Control Structure, Marag Section, Sta 27+562-Sta 27+762 (LS), Sta. 27+960-Sta. 28+460 (LS), Luna, Apayao",Construction of Flood Mitigation Structure,2022,22PC0056,82025000,79564241.95,2023-10-09,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2022-03-31,18.34319,121.27193,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),LUNA (APAYAO),Apayao 2nd District Engineering Office,P00735964LZ,"Construction of Flood Control Structure along Apayao River Basin, Barangay San Sebastian, Luna, Apayao",Construction of Flood Mitigation Structure,2023,23PC0040,96500000,96500000,2024-07-10,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2023-04-25,18.27045,121.406353,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),LUNA (APAYAO),Apayao 2nd District Engineering Office,P00726400LZ,"Construction of Apayao-Abulug River Basin Flood Control Structure, San Sebastian Section, Sta. 28 + 085 - Sta. 28 + 635 (R/S), Luna, Apayao",Construction of Flood Mitigation Structure,2023,23PC0032,96500000,96493463.88,2024-03-20,ISNAG BUILDERS & DEV'T. CORPORATION / TAGEL CORPORATION,2,2023-05-05,18.26714,121.40174,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),LUNA (APAYAO),Apayao 2nd District Engineering Office,P00742287LZ,"Construction of Calabigan Flood Control Structure, Barangay Calabigan, Luna, Apayao",Construction of Flood Mitigation Structure,2023,23PC0066,14700000,14243240.81,2024-02-27,ASC CONSTRUCTION & CONCRETE PRODUCTS,1,2023-05-30,18.34743,121.27225,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),KABUGAO (CAPITAL) (APAYAO),Apayao 1st District Engineering Office,P00620987LZ,"Construction of Apayao River Flood Control Structure, Sta. 82+292 - Sta. 82+592, Brgy. Nagbabalayan, Kabugao, Apayao",Construction of Flood Mitigation Structure,2022,22PB0018,23871900.8,23872800,2022-11-28,TAGEL CORPORATION,1,2022-04-04,18.026536,121.147968,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),KABUGAO (CAPITAL) (APAYAO),Apayao 1st District Engineering Office,P00637064LZ,"Construction of Madduang River Flood Control, Sta. 84+680-Sta. 84+835 (B/S), Kabugao, Apayao",Construction of Flood Mitigation Structure,2022,22PB0024,24499413.08,24500000,2023-03-28,OMENGAN CONSTRUCTION & DEVELOPMENT CORPORATION,1,2022-04-04,18.01494444,121.1330556,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),KABUGAO (CAPITAL) (APAYAO),Apayao 1st District Engineering Office,P00637065LZ,"Construction of Sicapo River Flood Control Sta. 88+632-Sta. 88+932 (L/S), Kabugao, Apayao",Construction of Flood Mitigation Structure,2022,22PB0023,24499866.44,24500000,2023-04-30,OMENGAN CONSTRUCTION & DEVELOPMENT CORPORATION,1,2022-05-03,18.02666667,121.1097222,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),KABUGAO (CAPITAL) (APAYAO),Apayao 1st District Engineering Office,P00726654LZ,"Construction of Badduat River Flood Control along Apayao-Abulug River Basin, Sta. 83 + 292 - Sta. 83 + 532, Kabugao, Apayao",Construction of Revetment,2023,23PB0002,49000000,49000000,2023-09-08,TAGEL CORPORATION / E.C.V. CONSTRUCTION,2,2023-02-19,17.98213056,121.20629167,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),KABUGAO (CAPITAL) (APAYAO),Apayao 1st District Engineering Office,P00726098LZ,"Construction of Madduang River Flood Control along Apayao-Abulug River Basin, Sta. 88 + 535 - Sta. 88 + 680 (L/S), Sta. 89 + 133 - Sta. 89 + 633 (R/S), Madduang, Kabugao, Apayao",Construction of Revetment,2023,23PB0017,49000000,49000000,2023-11-22,PBO CONSTRUCTION COMPANY / R.S. SEPIAN CONSTRUCTION & TRUCKING,2,2023-04-06,18.01488056,121.13308889,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Apayao,APAYAO (LEGISLATIVE DISTRICT),KABUGAO (CAPITAL) (APAYAO),Apayao 1st District Engineering Office,P00726653LZ,"Construction of Badduat River Flood Control along Apayao-Abulug River Basin (Upstream), Sta. 83 + 232 - Sta. 83 + 292, Kabugao, Apayao",Construction of Revetment,2023,23PB0014,49000000,49000000,2023-12-07,CMG JR. BUILDERS / PRIME MASTER CONST. AND DEV'T. CORP.,2,2023-04-06,17.983667,121.207831,Kabugao,18.0215,121.1716
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 1st District Engineering Office,P00525553LZ,"Construction of Flood Mitigation Structure within Naguillian River Basin: along Naguillian River Section 2 (Bolo Creek), Sta. 055 + 820 - Sta. 056 + 780, La Trinidad, Benguet",Construction of Flood Mitigation Structure,2021,21PE0056,81078319.98,80869305.14,2022-12-20,KVC CONSTRUCTION / UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,2,2021-06-23,16.464227,120.587735,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00561461LZ,"Construction of Ampusongan Flood Control, Bakun, Benguet",Construction of Flood Mitigation Structure,2021,21P00063,96487461.5,96500000,2023-03-15,TRYST BUILDERS ENTERPRISES / RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,2,2021-07-02,16.78286,120.72942,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00561458LZ,"Construction of Baguyos Flood Control at Barangay Colalo, Mankayan, Benguet",Construction of Flood Mitigation Structure,2021,21P00065,96486192.7,96500000,2022-09-03,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,1,2022-01-07,16.91813,120.76584,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00561459LZ,"Construction of Baney Flood Control at Barangay Baculongan Sur, Buguias, Benguet",Construction of Flood Mitigation Structure,2021,21P00064,96496794.18,96500000,2022-12-03,JOMARCANN GENERAL CONSTRUCTION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),2,2022-01-07,16.752,120.85813,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00561460LZ,"Construction of Amburayan Flood Control, Kapangan, Benguet",Construction of Flood Mitigation Structure,2021,21P00084,96495738.04,96372298.9,2022-12-08,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE / KALAHAN GENERAL CONSTRUCTION AND SUPPLIES,2,2022-01-07,16.61412,120.62813,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00561462LZ,"Construction of Naguey Flood Control, Atok, Benguet",Construction of Flood Mitigation Structure,2021,21P00050,96493651,96500000,2022-09-03,4RMCONSTRUCTION & SUPPLIES / R.S. SEPIAN CONSTRUCTION & TRUCKING,2,2022-01-07,16.60064,120.68643,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00525907LZ,"Construction of Taneg Flood Control Sta. 13+995 - Sta. 14+319 (R.S.), Sta 14+010 - Sta 14+358 (L.S.), Mankayan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0022,29400000,23831587.47,2022-12-14,MALCO CONSTRUCTION,1,2022-01-16,16.787925,120.787953,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00525909LZ,"Construction of Sapid Flood Control Sta. 5+779 - Sta. 6+019 (R.S.), Mankayan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0024,9800000,9750603.31,2022-07-02,DONATO - SAKIWAT CONSTRUCTION,1,2022-01-16,16.841564,120.789133,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00525910LZ,"Construction of Bulalacao Flood Control Sta. 1+149 - Sta. 1+511 (B.S.), Mankayan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0031,9800000,9505756.45,2022-12-08,TIMENCLEAN BUILDERS AND AGGREGATES,1,2022-01-16,16.836828,120.812347,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00526376LZ,"Construction of Magmagaling Flood Control, Sta. 4+572 - Sta. 4+800 (L.S.), Sta. 4+406 - Sta. 4+800 (R.S.), Buguias, Benguet",Construction of Flood Mitigation Structure,2021,21PF0017,29400000,29377392.06,2022-07-18,BTCJR CONSTRUCTION AND ENGINEERING SERVICES,1,2022-01-16,16.771811,120.830714,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00525914LZ,"Construction of Mayus Flood Control Sta. 0+158 - Sta. 0+278 (R.S.), Sta. 0+187 - Sta. 0+292 (L.S.), Kibungan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0021,9800000,8704178.48,2022-09-02,AKIP CONSTRUCTION AND ENTERPRISE,1,2022-01-18,16.72285,120.662128,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00526380LZ,"Construction of Papasok-Sibugan Flood Control Sta.5+360 - Sta. 5+863 (L.S.), Buguias, Benguet",Construction of Flood Mitigation Structure,2021,21PF0016,19600000,19600000,2022-07-22,AAAL CONSTRUCTION,1,2022-01-19,16.777153,120.831439,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00525908LZ,"Construction of Balili Flood Control Sta. 1+429 - 1+698 (L.S.), Sta 1+445 - Sta 1+698 (R.S.), Sta 1+711 - Sta 1+849 (L.S.), Sta 1+727 - Sta 1+803 (R.S.), Mankayan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0025,29400000,29400000,2022-10-20,LAYAD GENERAL ENGINEERING CONSTRUCTION AND AGGREGATES,1,2022-02-20,16.861789,120.817561,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00526377LZ,"Construction of Baney Flood Control Sta. 1+445 - Sta. 2+777 (R.S.), Buguias, Benguet",Construction of Flood Mitigation Structure,2021,21PF0026,29400000,29400000,2022-09-29,NORJOHN CONSTRUCTION,1,2022-02-27,16.747717,120.835989,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),,Benguet 2nd District Engineering Office,P00525911LZ,"Construction of Kapangan Flood Control Sta. 8+241 - 8+374 (R.S.), Sta. 8+243 - 8+374 (L.S.),Kapangan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0030,11649260,11489414.45,2022-12-02,FAMILY CIRCLE CONSTRUCTION,1,2022-03-13,16.573964,120.615931,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),LA TRINIDAD (CAPITAL) (BENGUET),Benguet 1st District Engineering Office,P00620473LZ,"Construction of Flood Mitigation Structure within Naguilian River Basin: along Naguilian River Section 2 (Bolo Creek), La Trinidad, Benguet",Construction of Flood Mitigation Structure,2022,22PE0010,24500000,24487767.7,2022-11-25,D.G.O. CONSTRUCTION,1,2022-01-31,16.459979,120.585532,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),LA TRINIDAD (CAPITAL) (BENGUET),Benguet 1st District Engineering Office,P00620474LZ,"Construction/ Rehabilitation of Flood Mitigation Structure, Drainage Canal at Strawberry Fields, La Trinidad, Benguet",Construction of Flood Mitigation Structure,2022,22PE0011,24500000,24489189.7,2022-08-11,D.G.O. CONSTRUCTION,1,2022-01-31,16.458067,120.582207,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),LA TRINIDAD (CAPITAL) (BENGUET),Benguet 1st District Engineering Office,P00639443LZ,"Construction (Completion) of Flood Control Structure at Oncasan to Riverside Alno, La Trinidad, Benguet",Construction of Flood Mitigation Structure,2022,22PE0073,2940000,2930210.39,2022-11-08,POLO ENGINEERING & CONSTRUCTION,1,2022-07-11,16.483137,120.589434,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),LA TRINIDAD (CAPITAL) (BENGUET),Benguet 1st District Engineering Office,P00639452LZ,"Rehabilitation of Drainage Canal with Sidewalk and Steel Railings near Tiongan Residence towards Alip Residence at Sadiad, Balili, La Trinidad, Benguet",Rehabilitation / Major Repair of Drainage Structure,2022,22PE0155,2940000,2934796.4,2023-02-07,8-10 NEHEMIAH CONSTRUCTION,1,2022-10-21,16.433151,120.598171,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),LA TRINIDAD (CAPITAL) (BENGUET),Benguet 1st District Engineering Office,P00726406LZ,"Construction of Flood Mitigation Structure along Bauang River, Section 1a (Wangal), Sta. 056 + 276 - Sta. 057 + 526, Wangal, La Trinidad, Benguet",Construction of Flood Mitigation Structure,2023,23PE0016,77200000,77190000,2023-11-12,MG SAMIDAN CONSTRUCTION / JMJD CONSTRUCTION AND AGGREGATES,2,2023-02-27,16.464296,120.56299,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),LA TRINIDAD (CAPITAL) (BENGUET),Benguet 1st District Engineering Office,P00726407LZ,"Construction of Flood Mitigation Structure along Bauang River, Section 2 (Bolo Creek), La Trinidad, Benguet",Construction of Flood Mitigation Structure,2023,23PE0018,96500000,96480000,2023-12-22,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,1,2023-02-27,16.459981,120.585585,La Trinidad,16.4554,120.5868
Luzon,Cordillera Administrative Region,Benguet,BENGUET (LEGISLATIVE DISTRICT),KABAYAN (BENGUET),Benguet 1st District Engineering Office,P00620996LZ,"Construction of Flood Mitigation Structure within Agno River Basin: along Agno River Main Stream (Mangkew-Nabneng, LS), Kabayan, Benguet",Construction of Flood Mitigation Structure,2022,22PE0009,24500000,24447245.69,2022-07-29,CABUGUIASAN BUILDERS,1,2022-01-31,16.670524,120.824985,La Trinidad,16.4554,120.5868
