MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,ProjectName,TypeOfWork,FundingYear,ContractId,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,Contractor,ContractorCount,StartDate,ProjectLatitude,ProjectLongitude,ProvincialCapital,ProvincialCapitalLatitude,ProvincialCapitalLongitude
Luzon,National Capital Region,Metro Manila,QUEZON CITY (SIXTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00639413LZ,"Construction of Flood Control Structure at Brgy. Tandang Sora, Quezon City",Construction of Flood Mitigation Structure,2022,22OF0198,29400000,28518000,2022-12-12,"C.E.M. CONSTRUCTION, INC.",1,2022-05-19,14.67294707,121.03617978,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (SIXTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00640487LZ,"Construction of Flood Control Structures at Brgy. Baesa, Quezon City",Construction of Flood Mitigation Structure,2022,22OF0200,29700000,28809000,2023-03-14,FRAMECON BUILDERS,1,2022-05-19,14.69105935,121.02682884,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (SIXTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00640488LZ,"Construction of Flood Control Structure at Brgy. Tandang Sora, Quezon City",Construction of Flood Mitigation Structure,2022,22OF0199,20790000,20166300,2023-03-14,NUEDA BUILDERS CONSTRUCTION & SUPPLY INC.,1,2022-05-19,14.65717509,121.001031,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (SIXTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00726019LZ,"Construction of Flood Control Structure along Pasong Tamo Creek, Barangay Pasong Tamo, Quezon City",Construction of Flood Mitigation Structure,2023,23OF0056,48999999.5,48998190.05,2023-10-18,A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,1,2023-02-27,14.679132,121.048362,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (SIXTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00740507LZ,"Construction of Flood Control Structures at Brgy. Pasong Tamo, Quezon City",Construction of Flood Mitigation Structure,2023,23OF0052,29399999.54,29399680.87,2023-11-13,WAY MAKER GENERAL CONTRACTOR OPC,1,2023-03-21,14.68844,121.05896,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (SIXTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00742247LZ,"Construction of Flood Control Structure and Tributaries along Pasong Tamo Creek, Sta. 0+000 to Sta. 0+805 (Left Side), Quezon City",Construction of Flood Mitigation Structure,2023,23OF0055,9899998.75,9701998.78,2023-07-21,REND ENTERPRISES & GENERAL CONTRACTOR,1,2023-03-21,14.67366,121.05052,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (FIFTH LEGISLATIVE DISTRICT),,Quezon City 1st District Engineering Office,P00525838LZ,"Rehabilitation of Tullahan River and tributaries, Gulod, Novaliches, Quezon City",Construction of Flood Mitigation Structure,2021,21OF0155,49000000,47530000,2022-12-12,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION & TRADING,1,2022-02-16,14.663162,121.031743,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (FIFTH LEGISLATIVE DISTRICT),,Quezon City 1st District Engineering Office,P00525839LZ,"Rehabilitation of Tullahan River and tributaries, Fairview, Novaliches, Quezon City",Construction of Flood Mitigation Structure,2021,21OF0156,49000000,47530000,2023-02-10,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION & TRADING,1,2022-02-16,14.645702,121.012332,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (FIRST LEGISLATIVE DISTRICT),,Quezon City 1st District Engineering Office,P00561158LZ,"Rehabilitation of Drainage, Balayan St., Quezon City",Rehabilitation / Major Repair of Drainage Structure,2021,21OF0232,29399750,28417758,2022-10-31,C & F CONSTRUCTION & DEVELOPMENT CORPORATION,1,2022-02-16,14.726026,121.066477,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00620005LZ,"Bank Improvement along Eastbank, Manggahan Floodway, (Package 3), Pasig City",Rehabilitation / Major Repair of Slope Protection Structure,2022,22OB0071,78399961.78,74455738.6,2022-11-02,ST. TIMOTHY CONSTRUCTION CORPORATION / AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP.,2,2022-02-16,14.582794,121.096837,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00620006LZ,"Bank Improvement of Slope Protection along Marikina River (Package 3), Pasig City",Construction of Slope Protection Structure,2022,22OB0072,93099467.03,88395424.56,2023-10-17,"L.R. TIQUI BUILDERS, INC.",1,2022-02-16,14.587178,121.084118,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00620365LZ,"Maintenance and Rehabilitation of Flood Control Structure along Ilugin River, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2022,22OB0073,48249709.4,45822749.02,2022-10-03,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),1,2022-03-14,14.551402,121.104079,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00620366LZ,"Maintenance and Rehabilitation of Flood Control Structure along Manggahan Floodway, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2022,22OB0074,48999676.09,46499760,2022-10-12,MSB VITUG CONSTRUCTION,1,2022-03-17,14.590259,121.092739,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00621267LZ,"Bank Improvement along Eastbank Road, Manggahan Floodway, Pasig City (Phase 2)",Rehabilitation / Major Repair of Slope Protection Structure,2022,22OB0309,72374766.67,68727191.24,2022-10-04,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,1,2022-03-24,14.577072,121.100785,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00620087LZ,"Rehabilitation of Pasig-Marikina River Channel, Brgy. Bagong Ilog and Brgy. Kapasigan, Pasig City",Construction of Revetment,2022,22OB0075,97999911.32,93099243.36,2023-01-10,E.R. RODRIGUEZ CONSTRUCTION CORPORATION (FORMERLY: E.R. RODRIGUEZ CONSTRUCTION),1,2022-05-16,14.55982,121.07247,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725936LZ,"Construction of Box Culvert along Eastbank Road Open Channel, Pasig City",Construction of Flood Mitigation Structure,2023,23OB0065,4899756.42,4649672.91,2023-07-20,816 EMBER CONSTRUCTION CORPORATION,1,2023-02-06,14.584677,121.095752,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725937LZ,"Rehabilitation of Flood Mitigation Structure, Parian Creek at Barangay Kapasigan, Sagad, Sto. Tomas, Palatiw, San Miguel and Pinagbuhatan, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2023,23OB0099,15679504.33,14881389.09,2023-05-06,WAY MAKER GENERAL CONTRACTOR OPC,1,2023-02-06,14.555177,121.093451,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725938LZ,"Rehabilitation of Flood Mitigation Structure, Mahabang Ilog Creek at Barangay Maybunga, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2023,23OB0095,4899483.08,4645985.37,2023-07-05,EL KAPITAN CONSTRUCTION SERVICES,1,2023-02-06,14.574356,121.094659,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725939LZ,"Rehabilitation of Flood Mitigation Structure, Buli Creek at Barangay San Miguel and Pinagbuhatan, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2023,23OB0090,32045188.35,26918501.97,2023-09-03,ST. TIMOTHY CONSTRUCTION CORPORATION,1,2023-02-06,14.569633,121.0989626,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725940LZ,"Rehabilitation of Flood Mitigation Structure, Ilugin Creek at Barangay Pinagbuhatan, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2023,23OB0094,8819129.39,8377306.06,2023-06-05,AARCON BUILDERS,1,2023-02-06,14.554372,121.094842,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725941LZ,"Rehabilitation of Flood Mitigation Structure, Daang Paa Creek at Barangay San Joaquin and Kalawaan and vicinity, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0092,7838779.56,7442044.02,2023-07-20,B. VALENCERINA TRADING & CONSTRUCTION,1,2023-02-06,14.54694444,121.0808333,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725942LZ,"Rehabilitation of Flood Mitigation Structure, San Agustin Creek at Barangay Pinagbuhatan, Bambang, Sto. Tomas and Kalawaan, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2023,23OB0100,7349475.04,6979271.06,2023-07-05,EL KAPITAN CONSTRUCTION SERVICES,1,2023-02-06,14.562289,121.083796,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725943LZ,"Rehabilitation of Flood Mitigation Structure, Sapang Liwanag Creek at Barangay San Miguel, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0101,4649690.93,4416000,2023-03-07,1HB CONSTRUCTION CORP. (FORMERLY: HB CONSTRUCTION),1,2023-02-06,14.569395,121.089887,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725944LZ,"Rehabilitation of Flood Mitigation Structure, Hakbangan Creek at Barangay Dela Paz, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0093,5389012.31,5118488.9,2023-08-04,B. VALENCERINA TRADING & CONSTRUCTION,1,2023-02-06,14.61326,121.100644,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725945LZ,"Rehabilitation of Flood Mitigation Structure, Manmade Creek at Barangay Manggahan, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0096,19599635.08,18613450,2023-07-05,"B. BERNARDO CONST., INC.",1,2023-02-06,14.59389,121.103056,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725946LZ,"Rehabilitation of Flood Mitigation Structure, Buli Creek at Barangay Sta. Lucia, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2023,23OB0091,32339673.69,26522268.36,2023-08-04,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,1,2023-02-06,14.587641,121.108608,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725947LZ,"Construction of Box Culvert along Tramo Road, Barangay Sta. Lucia, Pasig City",Construction of Flood Mitigation Structure,2023,23OB0066,48999819.12,46516087.53,2024-06-03,ST. TIMOTHY CONSTRUCTION CORPORATION,1,2023-02-06,14.58011,121.10872,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725949LZ,"Rehabilitation of Drainage System including Site Development at Brgy. Manggahan and vicinity, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0087,9799369.38,9306350,2023-08-04,TUCHAR CONSTRUCTION CORP. (FORMERLY:TUCHAR CONSTRU,1,2023-02-06,14.60306,121.09944,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725950LZ,"Construction of Drainage System at Kalawaan Housing Project, Barangay Kalawaan and vicinity, Pasig City",Construction of Drainage Structure,2023,23OB0070,9799986.28,9308598.82,2023-07-10,B. VALENCERINA TRADING & CONSTRUCTION,1,2023-02-06,14.549653,121.092798,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725952LZ,"Construction of Drainage System along East Capitol Drive and Sta. Rosa St., and vicinity Kapitolyo, Pasig City",Construction of Drainage Structure,2023,23OB0067,5389263.26,5119086.15,2023-08-06,816 EMBER CONSTRUCTION CORPORATION,1,2023-02-06,14.573601,121.0569493,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725953LZ,"Rehabilitation of Drainage System at Housing Bliss and Vicinity, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0085,39199344.7,37224156.95,2023-10-03,DAHL CONSTRUCTION CORP. (FORMERLY: DAHL CONSTRUCTION),1,2023-02-06,14.5569137,121.087423,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725954LZ,"Construction of Drainage System along Soldier St. and Vicinity, Barangay Sta. Lucia and vicinity, Pasig City",Construction of Flood Mitigation Structure,2023,23OB0068,3919889.48,3726263.38,2023-05-07,WAY MAKER GENERAL CONTRACTOR OPC,1,2023-02-06,14.5771153,121.101301,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725955LZ,"Construction of Drainage System at Paseo De Animales (Doroteo to Sgt. De Leon), Barangay Santolan and vicinity, Pasig City",Construction of Drainage Structure,2023,23OB0072,13719838.92,13031103.01,2023-12-02,ANDREW LOUIS CONSTRUCTION AND TRADING,1,2023-02-06,14.61167,121.08306,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725958LZ,"Rehabilitation of Flood Mitigation Structure, Nagcruz Creek at Barangay Rosario, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0097,14699439.76,13917186,2023-07-05,1HB CONSTRUCTION CORP. (FORMERLY: HB CONSTRUCTION),1,2023-02-06,14.5910336,121.1063588,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725959LZ,"Rehabilitation of Drainage System along Interior Roads Villa Miguela Barangay Pinagbuhatan and vicinity, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2023,23OB0079,4409768.31,4192131.3,2023-07-05,WAY MAKER GENERAL CONTRACTOR OPC,1,2023-02-06,14.55765278,121.0940528,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725961LZ,"Rehabilitation of Drainage System along Interior Roads Villa Alegre, Barangay Pinagbuhatan and vicinity, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0078,14209791.94,13497696,2023-08-04,JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,1,2023-02-06,14.558207,121.096591,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725962LZ,"Rehabilitation of Drainage System along Interior Roads Suarez Ville, Barangay Plnagbuhatan and vicinity, Paslg City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0077,29399573.02,27947309.47,2023-10-09,WAY MAKER GENERAL CONTRACTOR OPC,1,2023-02-06,14.56058,121.0896,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725964LZ,"Rehabilitation of Drainage System along Esguerra St., Barangay Pinagbuhatan and vicinity, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0074,8329756.25,7910500,2023-07-05,JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,1,2023-02-06,14.557208,121.0866858,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725965LZ,"Rehabilitation of Drainage System along E. Santos St., Barangay Pinagbuhatan and vicinity, Paslg City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0073,6859264.48,6514929.4,2023-05-06,ANDREW LOUIS CONSTRUCTION AND TRADING,1,2023-02-06,14.5613983,121.0863593,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725967LZ,"Rehabilitation of Drainage System along Interior Roads Isla Home 1, 2 and 3, Barangay Pinagbuhatan and vicinity, Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2023,23OB0075,6859424.07,6514476.35,2023-09-05,E.S. JOSEFA CONSTRUCTION,1,2023-02-06,14.561249,121.094359,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725969LZ,"Rehabilitation of Drainage System along Pilapil St., Barangay Kapasigan and vicinity, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0080,11759884.45,11154489.46,2023-06-20,E.S. JOSEFA CONSTRUCTION,1,2023-02-06,14.56444444,121.0738889,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725973LZ,"Rehabilitation of Flood Control Structure along Buli Creek, Pasig City Phase II",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0088,48999794.64,46535105,2023-10-03,DAHL CONSTRUCTION CORP. (FORMERLY: DAHL CONSTRUCTION),1,2023-02-06,14.61667,121.083056,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00726631LZ,"Bank Improvement of Slope Protection along Marikina River (Package 7), Pasig City",Construction of Slope Protection Structure,2023,23OB0103,48999977,46475997.28,2025-02-18,M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),1,2023-02-06,14.566771,121.074149,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00725518LZ,"Rehabilitation of Flood Control Structure along Eastbank Road, Manggahan Floodway (Package 4), Pasig City",Rehabilitation / Major Repair of Flood Control Structure,2023,23OB0089,72374545.58,68598212.46,2024-07-08,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,1,2023-02-13,14.576213,121.101553,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00727002LZ,"Construction of Drainage System along Venice St., Ciudad Grande, Barangay Rosario and vicinity, Paslg City",Construction of Drainage Structure,2023,23OB0069,7839304.92,7405117.3,2023-09-01,CALCON ENGINEERING,1,2023-03-06,14.594093,121.102829,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00727008LZ,"Rehabilitation of Flood Mitigation Structure, Nagcruz Creek at Barangay Rosario and vicinity, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0098,3918778.99,3717255,2023-05-04,1HB CONSTRUCTION CORP. (FORMERLY: HB CONSTRUCTION),1,2023-03-06,14.5918895,121.1061194,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00726322LZ,"Bank Improvement of Slope Protection along Marikina River (Package 6), Pasig City",Construction of Slope Protection Structure,2023,23OB0102,97999637.65,92869777.58,2024-06-03,M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),1,2023-03-15,14.567472,121.074293,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00727004LZ,"Construction of Drainage Outfall at Dilang and Vicinity, Barangay Pinagbuhatan, Pasig City",Construction of Drainage Structure,2023,23OB0076,15679471.34,14887658.04,2023-10-15,1HB CONSTRUCTION CORP. (FORMERLY: HB CONSTRUCTION),1,2023-03-20,14.548365,121.107318,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00727006LZ,"Rehabilitation of Drainage System at Eusebio Avenue and Vicinity, Barangay Pinagbuhatan, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0081,14209432.86,13491856.5,2023-10-15,816 EMBER CONSTRUCTION CORPORATION,1,2023-03-20,14.5474734,121.1075142,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00727001LZ,"Rehabilitation of Drainage System at Barangay Bagong Ilog, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0071,3919512.03,3702257.74,2023-08-20,W. GOMEZ TRADING AND CONSTRUCTION,1,2023-03-24,14.561996,121.068244,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00727005LZ,"Rehabilitation of Drainage System at Nagpayong and Vicinity, Barangay Pinagbuhatan, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0082,5879820.49,5584065,2023-08-20,ANDREW LOUIS CONSTRUCTION AND TRADING,1,2023-05-23,14.5411441,121.102712,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00727007LZ,"Rehabilitation of Drainage System at Ilugin and Vicinity, Barangay Pinagbuhatan, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0083,4899697.49,4653250,2023-08-20,B. VALENCERINA TRADING & CONSTRUCTION,1,2023-05-23,14.5519734,121.0989182,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00727003LZ,"Rehabilitation of Drainage System at Karangalan and Vicinity, Barangay Manggahan, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0086,14699788.83,13960450,2024-02-10,816 EMBER CONSTRUCTION CORPORATION,1,2023-06-08,14.6121988,121.101867,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,PASIG CITY (LEGISLATIVE DISTRICT),CITY OF PASIG (METROPOLITAN MANILA),Metro Manila 1st District Engineering Office,P00742234LZ,"Rehabilitation of Drainage System at Barangay Pinagbuhatan and Vicinity, Pasig City",Rehabilitation / Major Repair of Drainage Structure,2023,23OB0309,31359513.39,29782000,2024-03-26,DAHL CONSTRUCTION CORP. (FORMERLY: DAHL CONSTRUCTION),1,2023-09-05,14.5409618,121.1014918,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,MANILA CITY (SIXTH LEGISLATIVE DISTRICT),CITY OF MANILA (METROPOLITAN MANILA),North Manila District Engineering Office,P00620434LZ,"Construction of Retention Basin along Estero de Sampaloc (Phase I), Manila City",Construction of Flood Mitigation Structure,2022,22OE0009,48996942.66,47470673.29,2023-02-26,FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,1,2022-02-16,14.6007,120.99914,City of Manila,14.5995,120.9842
